cd_linha	trip_id	dc_itinerario_longo	
32877	675R-10-1	GRAJAU	
109	675R-10-0	METRO JABAQUARA	
1320	675V-10-0	METRO JABAQUARA	
34088	675V-10-1	TERM. CAPELINHA	
34531	675V-21-1	PIRAPORINHA	
1763	675V-21-0	METRÔ JABAQUARA	
1321	675V-31-0	METRO JABAQUARA	
34089	675V-31-1	TERM. CAPELINHA	
32879	675X-10-1	TERMINAL GRAJAU	
111	675X-10-0	METRO V. MARIANA	
200	675Z-10-0	METRO JABAQUARA	
32968	675Z-10-1	JD. GUARUJA	
34007	677A-10-1	TERM JD ÂNGELA	
1239	677A-10-0	METRO ANA ROSA	
1721	677A-23-0	TERM JD ÂNGELA	
34489	677A-23-1	BROOKLIN	
32880	677V-10-1	JD. ALPINO	
112	677V-10-0	ESTAÇÃO AUTÓDROMO	
1240	677Y-10-0	MORUMBI SHOPPING	
34008	677Y-10-1	JD. GUARUJA	
32773	6801-10-1	JD. IBIRAPUERA	
5	6801-10-0	TERM. JOAO DIAS	
1774	6801-51-0	TERM JOÃO DIAS	
34542	6801-51-1	JD. IBIRAPUERA	
32797	6803-10-1	JD. CAPELINHA	
29	6803-10-0	TERM. JOAO DIAS	
30	6804-10-0	TERM. JOAO DIAS	
32798	6804-10-1	JD. INGA	
32799	6805-10-1	TERM. CAPELINHA	
31	6805-10-0	TERM. JOAO DIAS	
1788	6805-31-0	TERMINAL JOAO DIAS	
34556	6805-31-1	TERMINAL CAPELINHA	
32800	6806-10-1	JD. NOVO ORIENTE	
32	6806-10-0	TERM. JOAO DIAS	
1242	6812-10-0	SANTO AMARO	
34010	6812-10-1	JD. CAPELA	
32801	6813-10-1	JD. LIDIA	
33	6813-10-0	TERM. CAPELINHA	
25	6815-10-0	TERM. CAPELINHA	
32793	6815-10-1	JD. COMERCIAL	
32794	6816-10-1	JD. MITSUTANI	
26	6816-10-0	TERM. CAPELINHA	
1748	6816-31-0	TERMINAL CAPELINHA	
34516	6816-31-1	JD. MITSUTANI	
32795	6817-10-1	JD. SAO BENTO	
27	6817-10-0	TERM. CAPELINHA	
28	6818-10-0	TERM. CAPELINHA	
32796	6818-10-1	JD VALE DAS VIRTUDES	
32787	6820-10-1	JD. DAS ROSAS	
19	6820-10-0	TERM. CAPELINHA	
1406	6820-31-0	TERM. CAPELINHA	
34174	6820-31-1	JD. DAS ROSAS	
32789	6821-10-1	JD. JANGADEIRO	
21	6821-10-0	TERM. CAPELINHA	
22	6822-10-0	TERM. CAPELINHA	
32790	6822-10-1	JD. MACEDONIA	
32802	6823-10-1	JD. GUARUJA	
34	6823-10-0	TERM. CAPELINHA	
23	6824-10-0	TERM. CAPELINHA	
32791	6824-10-1	PQ. FERNANDA	
32782	6825-10-1	VALO VELHO	
14	6825-10-0	TERM. CAPELINHA	
15	6825-21-0	VALO VELHO	
32783	6825-21-1	TERM. CAPELINHA	
32784	6826-10-1	JD. DOM JOSÉ	
16	6826-10-0	TERM. CAPELINHA	
17	6827-10-0	VALO VELHO	
32785	6827-10-1	TERM. CAPELINHA	
32786	6829-10-1	TERM. CAPELINHA	
18	6829-10-0	JD. VAZ DE LIMA	
9	6830-10-0	JD. IRENE	
32777	6830-10-1	TERM. CAPELINHA	
32778	6831-10-1	TERM. CAPELINHA	
10	6831-10-0	JD. GUARUJA	
11	6832-10-0	PQ. ARARIBA	
32779	6832-10-1	TERM. CAPELINHA	
32780	6835-10-1	VALO VELHO	
12	6835-10-0	TERM. CAPELINHA	
1407	6835-31-0	TERM. CAPELINHA	
34175	6835-31-1	VALO VELHO	
32781	6836-10-1	CAPAO REDONDO	
13	6836-10-0	TERMINAL JOAO DIAS	
6	6837-10-0	TERM. CAPELINHA	
32774	6837-10-1	SHOP. PORTAL	
32969	6840-10-1	TER. ROD. J. JACIRA	
201	6840-10-0	TERMINAL CAPELINHA	
1465	6913-10-0	TERMINAL BANDEIRA	
34233	6913-10-1	TERMINAL VARGINHA	
34317	6913-21-1	TERMINAL VARGINHA	
1549	6913-21-0	ITAIM BIBI (CIRCULAR)	
114	695D-10-0	METRO JABAQUARA	
32882	695D-10-1	JD. STA. BARBARA	
33964	695H-10-1	JD. HERPLIN	
1196	695H-10-0	METRO PCA. DA ARVORE	
1322	695T-10-0	METRO VILA MARIANA	
34090	695T-10-1	TERM. CAPELINHA	
34627	695T-51-1	TERM. CAPELINHA	
1859	695T-51-0	METRO VL. MARIANA	
8	695V-10-0	METRO ANA ROSA	
32776	695V-10-1	TERMINAL CAPELINHA	
34209	695X-10-1	TERMINAL VARGINHA	
1441	695X-10-0	METRO JABAQUARA	
1621	695X-22-0	SHOPPING INTERLAGOS	
34389	695X-22-1	TERMINAL VARGINHA	
33966	695Y-10-1	TERM. PARELHEIROS	
1198	695Y-10-0	METRO VILA MARIANA	
1622	695Y-21-0	ESTAÇÃO AUTÓDROMO	
34390	695Y-21-1	TERM. PARELHEIROS	
34549	695Y-22-1	TERM. PARELHEIROS	
1781	695Y-22-0	BORBA GATO	
1199	695Y-41-0	TERMINAL PARELHEIROS	
33967	695Y-41-1	COLÉGIO SANTA MARIA	
34211	6960-10-1	TERMINAL VARGINHA	
1443	6960-10-0	TERMINAL SANTO AMARO	
1810	6960-21-0	E.T. VITOR MANZINI	
34578	6960-21-1	TERMINAL VARGINHA	
32886	696P-10-1	TERM. AMARAL GURGEL	
118	696P-10-0	PINHEIROS (CIRCULAR)	
1505	6970-10-0	TERMINAL SANTO AMARO	
34273	6970-10-1	TERMINAL GRAJAU	
33939	6L01-10-1	MARSILAC	
1171	6L01-10-0	TERMINAL VARGINHA	
1827	6L01-22-0	TERMINAL VARGINHA	
34595	6L01-22-1	VILA PROGRESSO	
34609	6L01-23-1	EMBURA	
1841	6L01-23-0	TERMINAL VARGINHA	
1178	6L02-10-0	TERMINAL PARELHEIROS	
33946	6L02-10-1	JD. EUCALIPTOS	
34333	6L03-10-1	CIPO DO MEIO	
1565	6L03-10-0	TERM. PARELHEIROS	
1180	6L04-10-0	TERMINAL PARELHEIROS	
33948	6L04-10-1	JD. ORIENTAL/FONTES	
34334	6L04-41-1	JD. DAS FONTES	
1566	6L04-41-0	TERMINAL PARELHEIROS	
1567	6L04-42-0	TERMINAL PARELHEIROS	
34335	6L04-42-1	JD. ORIENTAL	
33941	6L05-10-1	BARRAGEM	
1173	6L05-10-0	TERM. PARELHEIROS	
1174	6L05-21-0	TERMINAL PARELHEIROS	
33942	6L05-21-1	CID. NOVA AMERICA	
34313	6L07-10-1	JD. SANTA FE	
1545	6L07-10-0	TERMINAL VARGINHA	
1182	6L08-10-0	TERMINAL PARELHEIROS 	
33950	6L08-10-1	JD. SÃO NICOLAU	
33927	6L10-10-1	PQ. FLORESTAL	
1159	6L10-10-0	TERMINAL VARGINHA	
2005	6L10-41-0	TERMINAL VARGINHA	
34773	6L10-41-1	MESSIANICA	
33935	6L11-10-1	ILHA DO BORORE	
1167	6L11-10-0	TERM. GRAJAÚ	
1722	7001-10-0	JD ÂNGELA	
34490	7001-10-1	VILA GILDA	
33540	7002-10-1	JD. ROSA MARIA	
772	7002-10-0	HOSP. DAS CLINICAS	
1992	7004-10-0	EST.STO.AMARO/AV. GUIDO CALOI	
34760	7004-10-1	TERM. ROD. JD. JACIRA	
34766	7005-10-1	JD.VERA CRUZ	
1998	7005-10-0	JD.ÂNGELA - CIRC.	
1999	7005-51-0	METRÔ CAPÃO REDONDO 	
34767	7005-51-1	JD. VERA CRUZ	
34763	7006-10-1	JD. HORIZONTE AZUL	
1995	7006-10-0	JD.ÂNGELA CIRCULAR	
1996	7006-41-0	JD. ÂNGELA CIRCULAR	
34764	7006-41-1	JD.HORIZONTE AZUL	
34765	7006-51-1	JD. HORIZONTE AZUL	
1997	7006-51-0	METRÔ CAPÃO REDONDO	
1951	7009-10-0	JARDIM ÂNGELA CIRCULAR	
34719	7009-10-1	JD. SAO LOURENCO	
34720	7011-10-1	JD. DOS REIS	
1952	7011-10-0	JARDIM ÂNGELA CIRCULAR	
1953	7011-21-0	JARDIM ANGELA (CIRCULAR)	
34721	7011-21-1	CHACARA SANTA MARIA	
34722	7011-31-1	JD. DOS REIS	
1954	7011-31-0	 JD. ANGELA CIRCULAR	
2043	7012-10-0	TERM. GUARAPIRANGA	
34811	7012-10-1	PARQUE DO LAGO	
33543	7013-10-1	PQ. ARARIBA	
775	7013-10-0	PINHEIROS	
34886	7016-10-1	JD. ANGELA	
2118	7016-10-0	TERM. SANTO AMARO	
34910	7016-21-1	VILA SANTA LUCIA	
2142	7016-21-0	TERM. STO. AMARO	
689	701A-10-0	METRO VILA MADALENA	
33457	701A-10-1	PQ. EDU CHAVES	
33425	701U-10-1	METRÔ SANTANA	
657	701U-10-0	BUTANTA - USP	
2132	701U-21-0	PINHEIROS	
34900	701U-21-1	METRÔ SANTANA	
1989	7021-10-0	TERM. JOÃO DIAS	
34757	7021-10-1	JD. MARACÁ	
34852	7022-10-1	JD.CAICARA	
2084	7022-10-0	TERM. STO. AMARO	
2152	7023-10-0	TERM. STO. AMARO	
34920	7023-10-1	JD. NAKAMURA	
485	702C-10-0	METRÔ BELÉM	
33253	702C-10-1	JD. BONFIGLIOLI	
34564	702N-10-1	TERM. PQ.D.PEDRO II	
1796	702N-10-0	TERM. PINHEIROS	
120	702P-10-0	PINHEIROS	
32888	702P-10-1	TERM. PENHA	
32896	702P-41-1	BELEM	
128	702P-41-0	PINHEIROS	
1330	702U-10-0	TERM. PQ. D.PEDRO II	
34098	702U-10-1	BUTANTA - USP	
34099	702U-21-1	PINHEIROS	
1331	702U-21-0	TERM. PQ. D.PEDRO II	
776	7040-10-0	PINHEIROS	
33544	7040-10-1	PARAISOPOLIS	
1958	7040-21-0	PINHEIROS	
34726	7040-21-1	PARAISOPOLIS	
1912	7049-10-0	TERMINAL CAMPO LIMPO	
34680	7049-10-1	PARQUE DO LAGO	
34652	7050-10-1	JD. DAS ROSAS	
1884	7050-10-0	TERM.CAMPO LIMPO	
1885	7051-10-0	TERMINAL CAMPO LIMPO	
34653	7051-10-1	JD. ROSANA	
34654	7052-10-1	JD. HELGA	
1886	7052-10-0	TERMINAL CAMPO LIMPO	
1887	7053-10-0	TERMINAL CAMPO LIMPO	
34655	7053-10-1	JD. MACEDONIA	
34663	7053-21-1	JD. MARIA SAMPAIO	
1895	7053-21-0	TERMINAL CAMPO LIMPO	
1896	7053-22-0	TERMINAL CAMPO LIMPO	
34664	7053-22-1	JD. MARIA SAMPAIO	
32809	7054-10-1	JD. MACEDONIA	
41	7054-10-0	TERMINAL CAMPO LIMPO	
1888	7055-10-0	TERM.CAMPO LIMPO	
34656	7055-10-1	JD. GUARUJÁ	
34665	7057-10-1	JD. MITSUTANI	
1897	7057-10-0	TERMINAL CAMPO LIMPO	
1913	7058-10-0	TERM. CAMPO LIMPO	
34681	7058-10-1	JD. MITSUTANI	
1924	7059-10-0	TERMINAL CAMPO LIMPO	
34692	7059-10-1	PQ. DO ENGENHO	
1889	7060-10-0	TERM.CAMPO LIMPO	
34657	7060-10-1	VALO VELHO	
34666	7062-10-1	INOCOOP CAMPO LIMPO	
1898	7062-10-0	TERM. CAMPO LIMPO	
1914	7062-31-0	TERM. CAMPO LIMPO	
34682	7062-31-1	CAMPO LIMPO	
34667	7063-10-1	JD. MACEDONIA	
1899	7063-10-0	TERM.CAMPO LIMPO	
1990	707A-10-0	METRÔ PÇA. DA ÁRVORE	
34758	707A-10-1	JD. ÂNGELA	
34864	707A-23-1	PIRAPORINHA	
2096	707A-23-0	MOEMA	
34683	7081-10-1	TERMINAL CAPELINHA	
1915	7081-10-0	TERMINAL CAMPO LIMPO	
2037	7082-10-0	JD. HORIZONTE AZUL (CIRCULAR)	
34805	7082-10-1	TERM. JD. ÂNGELA	
34806	7083-10-1	TERM. JD. ÂNGELA 	
2038	7083-10-0	PARQUE DO LAGO (CIRCULAR)	
2039	7084-10-0	PARQUE DO LAGO (CIRCULAR)	
34807	7084-10-1	TERMINAL GUARAPIRANGA 	
34808	7085-10-1	TERM. CAPELINHA	
2040	7085-10-0	JD. UNIVERSAL (CIRCULAR)	
2041	7086-10-0	JD. RIVIERA (CIRCULAR)	
34809	7086-10-1	TERM. JD. ÂNGELA	
34860	709A-10-1	TERM. STO. AMARO	
2092	709A-10-0	IBIRAPUERA	
2020	709G-10-0	ITAIM BIBI	
34788	709G-10-1	TERM. GUARAPIRANGA	
34761	709P-10-1	EST. STO. AMARO/AV. GUIDO CALOI	
1993	709P-10-0	TERM. PINHEIROS	
487	714C-10-0	LGO. DA POLVORA	
33255	714C-10-1	COHAB EDUCANDARIO	
33258	715M-10-1	JD. MARIA LUIZA	
490	715M-10-0	LGO. DA POLVORA	
2051	715M-21-0	JD. MARIA LUIZA	
34819	715M-21-1	METRÔ BUTANTÃ	
34100	7181-10-1	CIDADE UNIVERSITARIA	
1332	7181-10-0	TERM. PRINC. ISABEL	
1372	719P-10-0	METRÔ ARMÊNIA	
34140	719P-10-1	TERMINAL PINHEIROS	
33237	719R-10-1	RIO PEQUENO	
469	719R-10-0	METRO BARRA FUNDA	
492	7228-10-0	PCA.RAMOS DE AZEVEDO	
33260	7228-10-1	TERMINAL PINHEIROS	
33131	7245-10-1	TERM. STO. AMARO	
363	7245-10-0	HOSP. DAS CLINICAS	
1427	7267-10-0	PCA RAMOS DE AZEVEDO	
34195	7267-10-1	APIACAS	
34101	7272-10-1	MERCADO DA LAPA	
1333	7272-10-0	PCA RAMOS DE AZEVEDO	
1334	7281-10-0	PCA.RAMOS DE AZEVEDO	
34102	7281-10-1	LAPA	
33239	7282-10-1	PQ. CONTINENTAL	
471	7282-10-0	PÇA. RAMOS DE AZEVEDO	
780	736G-10-0	SHOPPING MORUMBI	
33548	736G-10-1	JD. INGA	
33549	736I-10-1	JD. INGA	
781	736I-10-0	SANTO AMARO	
2082	736I-21-0	METRÔ VILA DAS BELEZAS	
34850	736I-21-1	JD. INGA	
34498	737A-10-1	TERM JD ÂNGELA	
1730	737A-10-0	TERM  STO AMARO	
1784	737G-10-0	TERM. STO AMARO	
34552	737G-10-1	TERM. GUARAPIRANGA	
34144	7411-10-1	CID. UNIVERSITÁRIA	
1376	7411-10-0	PÇA. DA SÉ	
496	7458-10-0	ESTAÇÃO DA LUZ	
33264	7458-10-1	JD. BOA VISTA	
33550	745M-10-1	CAMPO LIMPO	
782	745M-10-0	SHOPPING SP MARKET	
1984	745M-21-0	CAMPO LIMPO	
34752	745M-21-1	COHAB ADVENTISTA	
783	746C-10-0	SANTO AMARO	
33551	746C-10-1	JD. TABOAO	
33552	746F-10-1	JD. DAS PALMAS	
784	746F-10-0	SANTO AMARO	
785	746H-10-0	SANTO AMARO	
33553	746H-10-1	JD. JAQUELINE	
33555	746K-10-1	PARAISOPOLIS	
787	746K-10-0	CAMPO BELO	
788	746P-10-0	SANTO AMARO	
33556	746P-10-1	PARAISOPOLIS	
33558	746R-10-1	REAL PARQUE	
790	746R-10-0	SANTO AMARO	
792	746V-10-0	SANTO AMARO	
33560	746V-10-1	JD. REBOUCAS	
33266	748A-10-1	JD. D ABRIL	
498	748A-10-0	LAPA	
499	748A-41-0	LAPA	
33267	748A-41-1	JD. PERI PERI	
33268	748A-42-1	VILA DALVA	
500	748A-42-0	LAPA	
1799	748N-10-0	ITAIM BIBI	
34567	748N-10-1	TERM. LAPA	
33269	748R-10-1	JD. JOAO XXIII	
501	748R-10-0	METRO BARRA FUNDA	
502	748R-41-0	LAPA	
33270	748R-41-1	JD. BOA VISTA	
33271	748R-51-1	COHAB RAPOSO TAVARES	
503	748R-51-0	LAPA	
504	7545-10-0	PCA RAMOS DE AZEVEDO	
33272	7545-10-1	JD. JOAO XXIII	
34496	7545-21-1	CDHU BUTANTÃ	
1728	7545-21-0	PÇA. RAMOS DE AZEVEDO	
2093	7550-10-0	METRÔ STA.CECILIA	
34861	7550-10-1	TERM. STO. AMARO	
33561	756A-10-1	JD. PAULO VI	
793	756A-10-0	SANTO AMARO	
1966	756A-21-0	SHOPPING MORUMBI	
34734	756A-21-1	JD. PAULO VI	
34789	7600-10-1	BERRINI	
2021	7600-10-0	ESTACAO ARMENIA	
34017	7702-10-1	USP	
1249	7702-10-0	TERM. LAPA	
1764	7710-10-0	METRÔ ANA ROSA	
34532	7710-10-1	T GUARAPIRANGA	
33274	771P-10-1	JD. JOÃO XXIII	
506	771P-10-0	HOSP. DAS CLÍNICAS	
472	7725-10-0	METRO V. MADALENA	
33240	7725-10-1	RIO PEQUENO	
33241	775A-10-1	JD. ADALGIZA	
473	775A-10-0	METRO VILA MARIANA	
796	775F-10-0	HOSP. DAS CLINICAS	
33564	775F-10-1	JD. DAS PALMAS	
33242	775N-10-1	RIO PEQUENO	
474	775N-10-0	METRO V. MADALENA	
507	775P-10-0	METRO ANA ROSA	
33275	775P-10-1	JD. GUARAU	
33243	775V-10-1	RIO PEQUENO	
475	775V-10-0	METRO SANTA CRUZ	
508	778J-10-0	METRO BARRA FUNDA	
33276	778J-10-1	JD. ARPOADOR	
34254	778J-41-1	COHAB RAPOSO TAVARES	
1486	778J-41-0	METRÔ BARRA FUNDA	
509	778R-10-0	TERM PRINCESA ISABEL	
33277	778R-10-1	COHAB RAPOSO TAVARES	
34244	778R-21-1	COHAB RAPOSO TAVARES	
1476	778R-21-0	TERM PRINCESA ISABEL	
512	7903-10-0	PCA RAMOS DE AZEVEDO	
33280	7903-10-1	JD. JOAO XXIII/EDUC.	
34041	8000-10-1	TERMINAL LAPA	
1273	8000-10-0	PCA.RAMOS DE AZEVEDO	
1251	8001-10-0	TERMINAL LAPA	
34019	8001-10-1	VILA PIAUI	
34020	8002-10-1	TERMINAL PIRITUBA	
1252	8002-10-0	TERMINAL LAPA	
1253	8003-10-0	TERMINAL LAPA	
34021	8003-10-1	REMEDIOS	
34022	8004-10-1	SANTA MONICA	
1254	8004-10-0	TERMINAL LAPA	
1256	8006-10-0	TERMINAL PIRITUBA	
34024	8006-10-1	JD DONARIA	
34025	8007-10-1	VILA CLARICE	
1257	8007-10-0	TERMINAL PIRITUBA	
1258	8008-10-0	TERMINAL PIRITUBA	
34026	8008-10-1	SANTA MONICA	
34027	8009-10-1	CID. D'ABRIL 3 GLEBA	
1259	8009-10-0	TERMINAL PIRITUBA	
1260	8009-31-0	TERMINAL PIRITUBA	
34028	8009-31-1	CID.D'ABRIL 3 GLEBA	
33566	8010-10-1	PERUS	
798	8010-10-0	LAPA	
1737	8010-21-0	CIRCULAR	
34505	8010-21-1	SÍTIO BOTUQUARA 	
2023	8012-10-0	CIDADE UNIVERSITÁRIA	
34791	8012-10-1	METRÔ BUTANTÃ	
33568	8013-10-1	MORRO DOCE	
800	8013-10-0	LAPA	
1544	8013-21-0	LAPA	
34312	8013-21-1	TERMINAL JD. BRITÂNIA	
34310	8013-22-1	JD. ROSINHA	
1542	8013-22-0	LAPA	
2011	8013-41-0	TERM JD. BRITÂNIA	
34779	8013-41-1	JD. PAINEIRAS	
33569	8014-10-1	MORRO DOCE	
801	8014-10-0	PERUS	
1345	8015-10-0	TERMINAL PIRITUBA	
34113	8015-10-1	CEMITÉRIO DE PERUS	
2029	8015-21-0	ESTAÇÃO DE PERUS	
34797	8015-21-1	CEMITÉRIO DE PERUS	
34114	8016-10-1	JD RINCAO	
1346	8016-10-0	TERMINAL PIRITUBA	
1261	8017-10-0	TERMINAL PIRITUBA	
34029	8017-10-1	VOITH	
2070	8018-10-0	BUTANTÃ 	
34838	8018-10-1	VILA SÔNIA	
34839	8019-10-1	PARQUE CONTINENTAL	
2071	8019-10-0	METRÔ BUTANTÃ	
34494	8020-10-1	BUTANTÃ	
1726	8020-10-0	SHOP. MORUMBI	
2073	8021-10-0	BUTANTÃ	
34841	8021-10-1	JD. MARIA LUIZA	
34853	8022-10-1	METRÔ BUTANTÃ	
2085	8022-10-0	CIDADE UNIVERSITÁRIA	
2074	8023-10-0	BUTANTÃ	
34842	8023-10-1	CDHU MUNCK	
34843	8024-10-1	JD. JAQUELINE	
2075	8024-10-0	BUTANTÃ	
2076	8025-10-0	BUTANTÃ	
34844	8025-10-1	JD. ROSA MARIA	
34851	8026-10-1	JD. INGA	
2083	8026-10-0	BUTANTÃ	
34147	802C-10-1	CEASA	
1379	802C-10-0	LGO. DA CONCORDIA	
797	8038-10-0	LAPA	
33565	8038-10-1	PQ. CONTINENTAL	
33174	8040-10-1	SOL NASCENTE	
406	8040-10-0	LAPA	
407	8043-10-0	LAPA	
33175	8043-10-1	VILA NOVA ESPERANCA	
33176	8047-10-1	JARAGUA	
408	8047-10-0	LAPA	
409	8047-31-0	LAPA	
33177	8047-31-1	JARAGUÁ	
33178	8047-41-1	JARAGUA	
410	8047-41-0	METRO VILA MADALENA	
411	8047-51-0	LAPA	
33179	8047-51-1	JARAGUÁ	
33180	8050-10-1	PQ. MORRO DOCE	
412	8050-10-0	LAPA	
413	8050-21-0	LAPA	
33181	8050-21-1	ANHANGUERA	
33183	8050-31-1	PQ. MORRO DOCE	
415	8050-31-0	LAPA	
416	8050-32-0	LAPA	
33184	8050-32-1	MORRO DOCE	
33182	8055-10-1	PERUS	
414	8055-10-0	LAPA	
417	8055-51-0	BARRA FUNDA	
33185	8055-51-1	PERUS	
32892	805L-10-1	TERM.PRINCESA ISABEL	
124	805L-10-0	ACLIMACAO (CIRC.)	
418	8060-10-0	TERMINAL LAPA	
33186	8060-10-1	VILA PIAUI	
33188	8062-10-1	PQ. SAO DOMINGOS	
420	8062-10-0	LAPA	
421	8065-10-0	LAPA	
33189	8065-10-1	VILA CLARICE	
2077	8071-10-0	BUTANTÃ	
34845	8071-10-1	CAMPO LIMPO	
34847	8072-10-1	PARQUE IPÊ	
2079	8072-10-0	BUTANTÂ	
2081	8073-10-0	BUTANTÃ	
34849	8073-10-1	JARDIM GUARAÚ	
34812	8075-10-1	TERMINAL CAMPO LIMPO	
2044	8075-10-0	METRÔ BUTANTÃ	
2050	8077-10-0	METRÔ BUTANTÃ	
34818	8077-10-1	JD. JOÃO XXIII	
34848	8078-10-1	JD. DAS PALMAS	
2080	8078-10-0	METRÔ CAMPO LIMPO	
34668	807A-10-1	TERMINAL CAMPO LIMPO	
1900	807A-10-0	TERM. SANTO AMARO	
2058	807J-10-0	SHOPPING MORUMBI	
34826	807J-10-1	TERM. CAMPO LIMPO	
34684	807M-10-1	TERM.  CAMPO LIMPO	
1916	807M-10-0	SHOPPING MORUMBI	
2099	807P-10-0	SANTO AMARO	
34867	807P-10-1	PARAISÓPOLIS	
34837	809A-10-1	JD. D' ABRIL	
2069	809A-10-0	TERMINAL PINHEIROS	
2068	809D-10-0	TERMINAL PINHEIROS	
34836	809D-10-1	COHAB EDUCANDARIO	
34834	809J-10-1	JD. COLOMBO	
2066	809J-10-0	TERMINAL PINHEIROS	
1949	809L-10-0	LAPA	
34717	809L-10-1	CAMPO LIMPO	
1891	809P-10-0	TERM. PINHEIROS	
34659	809P-10-1	TERMINAL CAMPO LIMPO	
2067	809R-10-0	TERMINAL PINHEIROS	
34835	809R-10-1	RIO PEQUENO	
34030	8100-10-1	TERMINAL PIRITUBA	
1262	8100-10-0	TERMINAL LAPA	
1337	817C-10-0	HOSP. DAS CLINICAS	
34105	817C-10-1	LAPA	
33573	8194-10-1	PERUS	
805	8194-10-0	TERM. CACHOEIRINHA	
807	8199-10-0	C.V.N. CACHOEIRINHA	
33575	8199-10-1	PIRITUBA	
33571	819A-10-1	VILA AURORA	
803	819A-10-0	JD. PRIMAVERA	
804	819R-10-0	TERM LAPA	
33572	819R-10-1	PERUS	
34031	8200-10-1	TERMINAL PIRITUBA	
1263	8200-10-0	TERMINAL LAPA	
572	8213-10-0	PCA. DO CORREIO	
33340	8213-10-1	VILA IARA	
1960	8213-21-0	PÇA DO CORREIO	
34728	8213-21-1	JD. IRACEMA	
573	8214-10-0	PCA. DO CORREIO	
33341	8214-10-1	JD. PAULISTANO	
33342	8215-10-1	JD. PAULISTANO	
574	8215-10-0	PCA. DO CORREIO	
1248	8252-10-0	LAPA	
34016	8252-10-1	METRÔ BARRA FUNDA	
34106	828P-10-1	LAPA	
1338	828P-10-0	METRO BARRA FUNDA	
1264	8300-10-0	TERMINAL LAPA	
34032	8300-10-1	TERMINAL PIRITUBA	
33244	8319-10-1	PQ. CONTINENTAL	
476	8319-10-0	PCA RAMOS DE AZEVEDO	
1707	8319-21-0	PQ.  CONTINENTAL	
34475	8319-21-1	SHOPPING VILLA LOBOS	
34033	8400-10-1	TERMINAL PIRITUBA	
1265	8400-10-0	PÇ RAMOS DE AZEVEDO	
422	846M-10-0	PINHEIROS	
33190	846M-10-1	VILA PIAUÍ	
34110	847J-10-1	CITY JARAGUA	
1342	847J-10-0	JAGUARE	
1343	847J-41-0	CEAGESP	
34111	847J-41-1	VILA JARAGUA	
33191	847P-10-1	TERMINAL PIRITUBA	
423	847P-10-0	ITAIM BIBI	
424	847P-41-0	ITAIM BIBI	
33192	847P-41-1	VILA ZATT	
34192	847P-42-1	BRASILANDIA	
1424	847P-42-0	ITAIM BIBI	
808	848L-10-0	TERMINAL PIRITUBA	
33576	848L-10-1	RECANTO DOS HUMILDES	
34035	8500-10-1	TERMINAL PIRITUBA	
1267	8500-10-0	METRO BARRA FUNDA	
575	8528-10-0	PCA. DO CORREIO	
33343	8528-10-1	JD. GUARANI	
34127	8538-10-1	FREGUESIA DO O	
1359	8538-10-0	PRAÇA DO CORREIO	
1360	8542-10-0	PCA. DO CORREIO	
34128	8542-10-1	BRASILANDIA	
33198	8544-10-1	CID. D'ABRIL 3.GLEBA	
430	8544-10-0	LARGO DO PAISSANDÚ	
1364	8545-10-0	METRO BARRA FUNDA	
34132	8545-10-1	PENTEADO	
33346	8548-10-1	JD. DOS CUNHAS	
578	8548-10-0	TERMINAL LAPA	
580	8549-10-0	PCA. DO CORREIO	
33348	8549-10-1	TAIPAS	
34196	856R-10-1	LAPA	
1428	856R-10-0	SOCORRO	
1429	856R-21-0	SHOPPING IGUATEMI	
34197	856R-21-1	LAPA	
1925	857A-10-0	METRÔ SANTA CRUZ	
34693	857A-10-1	TERMINAL CAMPO LIMPO	
1901	857C-10-0	METRÔ CONCEIÇÃO	
34669	857C-10-1	TERM.CAMPO LIMPO	
1926	857P-10-0	PARAISO	
34694	857P-10-1	TERMINAL CAMPO LIMPO	
34739	857P-21-1	CAMPO LIMPO	
1971	857P-21-0	PARAISO	
1892	857R-10-0	ACLIMAÇÃO	
34660	857R-10-1	TERMINAL CAMPO LIMPO	
2027	857R-41-0	ANA ROSA	
34795	857R-41-1	ESTAÇÃO HEBRAICA REBOUÇAS	
33200	8594-10-1	CID. D'ABRIL	
432	8594-10-0	PCA.RAMOS DE AZEVEDO	
433	8594-21-0	PCA.RAMOS DE AZEVEDO	
33201	8594-21-1	CID. PIRITUBA	
33202	8594-41-1	COHAB PEDRA VERDE	
434	8594-41-0	PCA.RAMOS DE AZEVEDO	
1432	8600-10-0	LGO. DO PAISSANDU	
34200	8600-10-1	TERMINAL PIRITUBA	
34506	8600-21-1	PIRITUBA	
1738	8600-21-0	LGO. DO PAISSANDU	
2054	8600-22-0	LGO. DO PAISSANDU	
34822	8600-22-1	RIO VERDE	
34685	8605-10-1	TERMINAL CAMPO LIMPO	
1917	8605-10-0	TERMINAL BANDEIRA	
2063	8610-10-0	TERMINAL BANDEIRA	
34831	8610-10-1	JD. PAULO VI	
34107	8615-10-1	PQ. DA LAPA	
1339	8615-10-0	TERM. PQ. D.PEDRO II	
438	8622-10-0	PCA.RAMOS DE AZEVEDO	
33206	8622-10-1	MORRO DOCE	
33207	8622-31-1	VILA SULINA	
439	8622-31-0	PCA.RAMOS DE AZEVEDO	
441	8622-42-0	LARGO DO PAISSANDÚ	
33209	8622-42-1	SOL NASCENTE	
